Date Time Served,Bar Name,Alcohol Type,Brand Name,Opening Balance (ml),Purchase (ml),Consumed (ml),Closing Balance (ml)
3/28/2023 19:02,Smith's Bar,Rum,Malibu,5.32E+03,0,427.64,4.89E+03
3/28/2023 10:06,Smith's Bar,Whiskey,Jim Beam,4670.16,0,231.18,4438.98
3/28/2023 20:38,Johnson's Bar,Beer,Budweiser,2165.28,0,384.48,1780.8
3/28/2023 21:14,Johnson's Bar,Vodka,Smirnoff,4582.96,0,414.98,4167.98
3/28/2023 19:15,Johnson's Bar,Rum,Bacardi,1014.78,0,390.15,624.63
3/28/2023 15:09,Johnson's Bar,Whiskey,Jack Daniels,2406.38,0,168.48,2237.9
3/28/2023 16:29,Brown's Bar,Vodka,Smirnoff,0,1315.86,393.37,922.49
3/28/2023 13:23,Brown's Bar,Wine,Barefoot,1892.53,717,150.95,2458.58
3/28/2023 15:02,Brown's Bar,Whiskey,Jameson,6314.57,0,197.4,6117.17
3/28/2023 21:48,Taylor's Bar,Whiskey,Jameson,1565.59,0,478.85,1086.74
3/28/2023 12:09,Taylor's Bar,Wine,Yellow Tail,1370.08,0,442.55,927.53
3/28/2023 16:36,Taylor's Bar,Rum,Captain Morgan,3690.11,0,116.57,3573.54
3/28/2023 21:36,Taylor's Bar,Beer,Budweiser,1571.59,0,227.6,1343.99
3/28/2023 18:44,Anderson's Bar,Whiskey,Jim Beam,773.25,0,202.4,570.85
3/28/2023 22:07,Anderson's Bar,Rum,Malibu,0,0,0,0
3/28/2023 12:31,Anderson's Bar,Beer,Heineken,4567.66,0,144.97,4422.69
3/28/2023 14:23,Thomas's Bar,Beer,Heineken,2584.47,0,477.93,2106.54
3/28/2023 16:06,Thomas's Bar,Wine,Barefoot,978.18,0,384.85,593.33
3/28/2023 12:31,Thomas's Bar,Vodka,Absolut,679.3,0,339.78,339.52
3/28/2023 21:23,Thomas's Bar,Rum,Malibu,1.14E-13,0,0,1.14E-13
3/29/2023 18:29,Smith's Bar,Wine,Sutter Home,2.56E-13,0,0,2.56E-13
3/29/2023 22:28,Smith's Bar,Vodka,Absolut,575.9,0,267.57,308.33
3/29/2023 10:21,Johnson's Bar,Beer,Miller,317.14,0,317.14,0
3/29/2023 20:06,Johnson's Bar,Wine,Sutter Home,5420.96,0,525.18,4895.78
3/29/2023 18:36,Brown's Bar,Rum,Captain Morgan,1656.92,0,442.02,1214.9
3/29/2023 13:55,Brown's Bar,Whiskey,Jim Beam,3506,1359.64,504.7,4360.94
3/29/2023 15:54,Brown's Bar,Vodka,Smirnoff,922.49,0,201.76,720.73
3/29/2023 11:55,Brown's Bar,Wine,Barefoot,2458.58,0,261.72,2196.86
3/29/2023 19:57,Taylor's Bar,Wine,Yellow Tail,927.53,1016.01,234.28,1709.26
3/29/2023 17:16,Taylor's Bar,Whiskey,Jameson,1086.74,1693.7,357.4,2423.04
3/29/2023 16:39,Anderson's Bar,Wine,Yellow Tail,1.42E-14,1133.09,492.1,640.99
3/29/2023 11:16,Anderson's Bar,Vodka,Grey Goose,5108.98,0,244.87,4864.11
3/29/2023 21:35,Thomas's Bar,Vodka,Grey Goose,4689.14,0,570.22,4118.92
3/29/2023 14:54,Thomas's Bar,Whiskey,Jim Beam,4165.59,0,322.41,3843.18
3/29/2023 18:45,Thomas's Bar,Rum,Bacardi,2787.08,784.61,574.7,2996.99
3/29/2023 16:46,Thomas's Bar,Beer,Coors,1130.94,0,102.36,1028.58
3/30/2023 15:21,Smith's Bar,Beer,Coors,2432.45,1038.29,364.11,3106.63
3/30/2023 16:59,Smith's Bar,Whiskey,Jim Beam,4438.98,0,506.99,3931.99
3/30/2023 11:55,Smith's Bar,Rum,Bacardi,1241.98,0,397.29,844.69
3/30/2023 14:57,Johnson's Bar,Wine,Barefoot,6785.9,0,543.76,6242.14
3/30/2023 18:48,Johnson's Bar,Whiskey,Jack Daniels,2237.9,838.11,421.92,2654.09
3/30/2023 13:26,Johnson's Bar,Rum,Malibu,2084.69,1259.81,596.5,2748
3/30/2023 14:45,Brown's Bar,Beer,Miller,5.40E-13,0,0,5.40E-13
3/30/2023 17:36,Brown's Bar,Whiskey,Jim Beam,4360.94,0,395.53,3965.41
3/30/2023 12:59,Brown's Bar,Rum,Malibu,470.18,0,246.75,223.43
3/30/2023 20:16,Taylor's Bar,Whiskey,Jim Beam,3558.71,0,437.8,3120.91
3/30/2023 18:01,Taylor's Bar,Rum,Bacardi,131.59,0,131.59,3.69E-13
3/30/2023 19:32,Anderson's Bar,Wine,Sutter Home,5458.97,0,231.3,5227.67
3/30/2023 10:44,Anderson's Bar,Beer,Coors,1549.84,0,431.69,1118.15
3/30/2023 20:11,Anderson's Bar,Rum,Bacardi,48.7,1705.8,599.18,1155.32
3/30/2023 21:10,Anderson's Bar,Vodka,Absolut,720.19,0,208.98,511.21
3/30/2023 12:38,Thomas's Bar,Wine,Barefoot,593.33,1777.47,403.92,1966.88
3/30/2023 10:58,Thomas's Bar,Beer,Miller,2427.01,1836.36,515.85,3747.52
3/30/2023 14:46,Thomas's Bar,Rum,Malibu,1.14E-13,1161.97,336.48,825.49
3/30/2023 19:38,Thomas's Bar,Whiskey,Jack Daniels,2300.25,0,485.29,1814.96
3/31/2023 10:11,Smith's Bar,Vodka,Grey Goose,2895.46,0,0,2895.46
3/31/2023 21:04,Smith's Bar,Wine,Yellow Tail,8006.48,1246.6,0,9253.08
3/31/2023 22:31,Johnson's Bar,Rum,Malibu,2748,1796.28,0,4544.28
3/31/2023 21:08,Johnson's Bar,Wine,Yellow Tail,3938.82,0,0,3938.82
3/31/2023 22:48,Johnson's Bar,Whiskey,Jameson,2041.41,0,0,2041.41
3/31/2023 18:51,Johnson's Bar,Vodka,Absolut,784.86,0,0,784.86
3/31/2023 10:09,Brown's Bar,Rum,Captain Morgan,1214.9,0,0,1214.9
3/31/2023 20:49,Brown's Bar,Beer,Coors,1193.42,1419.03,0,2612.45
3/31/2023 20:34,Brown's Bar,Vodka,Smirnoff,720.73,0,0,720.73
3/31/2023 15:20,Taylor's Bar,Wine,Sutter Home,0,0,0,0
3/31/2023 16:13,Taylor's Bar,Whiskey,Jameson,2423.04,1914.99,0,4338.03
3/31/2023 19:46,Anderson's Bar,Beer,Miller,1778.98,0,0,1778.98
3/31/2023 12:56,Anderson's Bar,Whiskey,Jim Beam,570.85,925.27,0,1496.12
3/31/2023 15:19,Thomas's Bar,Rum,Malibu,825.49,0,0,825.49
3/31/2023 15:55,Thomas's Bar,Wine,Barefoot,1966.88,1804.57,0,3771.45
4/1/2023 20:16,Smith's Bar,Whiskey,Jack Daniels,184.71,1984.95,219.8,1949.86
4/1/2023 20:49,Smith's Bar,Beer,Coors,3106.63,0,484.9,2621.73
4/1/2023 12:02,Johnson's Bar,Vodka,Smirnoff,4167.98,829.84,591.38,4406.44
4/1/2023 16:40,Johnson's Bar,Beer,Budweiser,1780.8,0,272.25,1508.55
4/1/2023 18:13,Johnson's Bar,Rum,Bacardi,624.63,0,540.75,83.88
4/1/2023 15:00,Johnson's Bar,Whiskey,Jim Beam,478.31,0,451.65,26.66
4/1/2023 10:12,Brown's Bar,Rum,Malibu,223.43,0,223.43,0
4/1/2023 11:21,Brown's Bar,Vodka,Smirnoff,720.73,0,375.38,345.35
4/1/2023 20:20,Brown's Bar,Beer,Miller,5.40E-13,0,0,5.40E-13
4/1/2023 15:14,Brown's Bar,Wine,Sutter Home,9.24E-14,0,0,9.24E-14
4/1/2023 10:10,Taylor's Bar,Whiskey,Jack Daniels,918.81,1287.41,490.73,1715.49
4/1/2023 21:37,Taylor's Bar,Vodka,Absolut,1752.87,0,440.71,1312.16
4/1/2023 18:51,Taylor's Bar,Wine,Barefoot,4003.26,0,171.33,3831.93
4/1/2023 17:01,Taylor's Bar,Rum,Captain Morgan,3573.54,0,205.39,3368.15
4/1/2023 18:50,Anderson's Bar,Rum,Malibu,0,0,0,0
4/1/2023 15:28,Anderson's Bar,Vodka,Smirnoff,5632.42,904.29,370.22,6166.49
4/1/2023 10:32,Anderson's Bar,Wine,Barefoot,5064.87,0,290.36,4774.51
4/1/2023 20:29,Anderson's Bar,Beer,Coors,1118.15,1231.08,306.02,2043.21
4/1/2023 12:46,Thomas's Bar,Wine,Barefoot,3771.45,0,400.36,3371.09
4/1/2023 12:56,Thomas's Bar,Whiskey,Jameson,1546.58,0,461.96,1084.62
4/2/2023 22:50,Smith's Bar,Wine,Sutter Home,2.56E-13,1810.63,375.44,1435.19
4/2/2023 20:55,Smith's Bar,Beer,Miller,2844.13,1893.88,469.18,4268.83
4/2/2023 17:32,Johnson's Bar,Whiskey,Jim Beam,26.66,0,26.66,2.49E-14
4/2/2023 13:47,Johnson's Bar,Vodka,Absolut,784.86,772.49,368.18,1189.17
4/2/2023 20:01,Johnson's Bar,Wine,Barefoot,6242.14,0,372.51,5869.63
4/2/2023 16:05,Johnson's Bar,Beer,Budweiser,1508.55,812.67,392.37,1928.85
4/2/2023 22:43,Brown's Bar,Rum,Bacardi,1985.64,0,140.95,1844.69
4/2/2023 10:18,Brown's Bar,Vodka,Smirnoff,345.35,0,103.06,242.29
4/2/2023 15:06,Taylor's Bar,Beer,Miller,526.84,0,253.2,273.64
4/2/2023 21:36,Taylor's Bar,Rum,Malibu,0,0,0,0
4/2/2023 20:38,Taylor's Bar,Wine,Sutter Home,0,0,0,0
4/2/2023 16:07,Anderson's Bar,Vodka,Grey Goose,4864.11,0,208.39,4655.72
4/2/2023 21:04,Anderson's Bar,Whiskey,Jack Daniels,2.27E-13,1357.15,478.36,878.79
4/2/2023 22:00,Anderson's Bar,Beer,Miller,1778.98,0,198.92,1580.06
4/2/2023 19:51,Thomas's Bar,Wine,Sutter Home,965.13,0,333.71,631.42
4/2/2023 22:30,Thomas's Bar,Beer,Miller,3747.52,0,417.72,3329.8
4/3/2023 22:27,Smith's Bar,Beer,Heineken,5405.24,1363.16,193.59,6574.81
4/3/2023 18:49,Smith's Bar,Rum,Captain Morgan,4621.46,1672.58,471.63,5822.41
4/3/2023 16:33,Smith's Bar,Wine,Yellow Tail,9253.08,1302.15,388.11,10167.12
4/3/2023 14:59,Smith's Bar,Whiskey,Jim Beam,3931.99,0,112.3,3819.69
4/3/2023 20:01,Johnson's Bar,Wine,Barefoot,5869.63,0,115.62,5754.01
4/3/2023 21:26,Johnson's Bar,Beer,Miller,0,1799.22,446.48,1352.74
4/3/2023 12:36,Johnson's Bar,Rum,Captain Morgan,3128.99,0,273.39,2855.6
4/3/2023 21:17,Brown's Bar,Rum,Malibu,0,0,0,0
4/3/2023 14:12,Brown's Bar,Whiskey,Jim Beam,3965.41,0,379.43,3585.98
4/3/2023 18:05,Taylor's Bar,Whiskey,Jim Beam,3120.91,1128.4,408.19,3841.12
4/3/2023 11:28,Taylor's Bar,Wine,Sutter Home,0,1938.35,447.2,1491.15
4/3/2023 14:12,Anderson's Bar,Beer,Coors,2043.21,1583.04,400.81,3225.44
4/3/2023 22:30,Anderson's Bar,Rum,Bacardi,1155.32,0,553.95,601.37
4/3/2023 15:06,Anderson's Bar,Wine,Yellow Tail,640.99,0,226.18,414.81
4/3/2023 15:06,Thomas's Bar,Vodka,Absolut,339.52,0,153.22,186.3
4/3/2023 17:57,Thomas's Bar,Wine,Yellow Tail,0,930.17,331.52,598.65
4/4/2023 10:25,Smith's Bar,Rum,Captain Morgan,5822.41,0,524.95,5297.46
4/4/2023 20:22,Smith's Bar,Whiskey,Jameson,4.55E-13,0,0,4.55E-13
4/4/2023 13:32,Smith's Bar,Beer,Budweiser,4555.7,0,164.65,4391.05
4/4/2023 11:09,Johnson's Bar,Beer,Miller,1352.74,0,542.88,809.86
4/4/2023 12:09,Johnson's Bar,Wine,Sutter Home,4895.78,0,377.53,4518.25
4/4/2023 15:29,Brown's Bar,Wine,Sutter Home,9.24E-14,0,0,9.24E-14
4/4/2023 18:40,Brown's Bar,Whiskey,Jack Daniels,2093.17,0,547.48,1545.69
4/4/2023 11:17,Brown's Bar,Vodka,Smirnoff,242.29,0,242.29,0
4/4/2023 10:17,Brown's Bar,Beer,Heineken,5829.45,0,112.2,5717.25
4/4/2023 16:52,Taylor's Bar,Whiskey,Jack Daniels,1715.49,0,279.32,1436.17
4/4/2023 10:29,Taylor's Bar,Vodka,Grey Goose,2749.85,0,711.3,2038.55
4/4/2023 12:54,Taylor's Bar,Rum,Captain Morgan,3368.15,0,1077.89,2290.26
4/4/2023 16:04,Anderson's Bar,Wine,Barefoot,4774.51,0,234.99,4539.52
4/4/2023 10:29,Anderson's Bar,Vodka,Absolut,511.21,0,304.12,207.09
4/4/2023 11:18,Anderson's Bar,Beer,Budweiser,1427.59,0,139.14,1288.45
4/4/2023 18:45,Thomas's Bar,Rum,Captain Morgan,3.13E-13,0,0,3.13E-13
4/4/2023 19:40,Thomas's Bar,Vodka,Grey Goose,4118.92,0,403.39,3715.53
4/5/2023 19:12,Smith's Bar,Vodka,Smirnoff,4.76E-13,0,0,4.76E-13
4/5/2023 14:04,Smith's Bar,Wine,Yellow Tail,10167.12,0,251.7,9915.42
4/5/2023 17:32,Smith's Bar,Beer,Miller,4268.83,0,499.59,3769.24
4/5/2023 21:58,Smith's Bar,Whiskey,Jameson,4.55E-13,0,0,4.55E-13
4/5/2023 18:03,Johnson's Bar,Beer,Heineken,4057.9,0,109.95,3947.95
4/5/2023 17:03,Johnson's Bar,Vodka,Absolut,1189.17,0,293.36,895.81
4/5/2023 21:25,Johnson's Bar,Wine,Yellow Tail,3938.82,0,106.29,3832.53
4/5/2023 14:48,Johnson's Bar,Whiskey,Jameson,2041.41,0,409.66,1631.75
4/5/2023 15:34,Brown's Bar,Rum,Captain Morgan,1214.9,0,434.34,780.56
4/5/2023 15:46,Brown's Bar,Vodka,Grey Goose,4114.6,0,254.35,3860.25
4/5/2023 15:06,Taylor's Bar,Beer,Coors,1876.45,0,388.84,1487.61
4/5/2023 10:25,Taylor's Bar,Whiskey,Jameson,4338.03,0,485.45,3852.58
4/5/2023 22:18,Anderson's Bar,Whiskey,Jack Daniels,878.79,1997.02,501.09,2374.72
4/5/2023 16:27,Anderson's Bar,Vodka,Grey Goose,4655.72,930.57,401.53,5184.76
4/5/2023 22:01,Anderson's Bar,Rum,Captain Morgan,4951.63,0,387.85,4563.78
4/5/2023 18:07,Thomas's Bar,Wine,Barefoot,3371.09,1865.54,447.22,4789.41
4/5/2023 22:50,Thomas's Bar,Beer,Miller,3329.8,1835.78,245.56,4920.02
4/6/2023 21:32,Smith's Bar,Beer,Miller,3769.24,714.33,206.42,4277.15
4/6/2023 13:02,Smith's Bar,Whiskey,Jameson,4.55E-13,0,0,4.55E-13
4/6/2023 10:53,Smith's Bar,Rum,Bacardi,844.69,0,162.81,681.88
4/6/2023 20:59,Johnson's Bar,Vodka,Absolut,895.81,0,276.64,619.17
4/6/2023 22:52,Johnson's Bar,Beer,Heineken,3947.95,1129.83,427.75,4650.03
4/6/2023 14:48,Johnson's Bar,Whiskey,Jim Beam,2.49E-14,0,0,2.49E-14
4/6/2023 10:44,Johnson's Bar,Rum,Captain Morgan,2855.6,0,466.6,2389
4/6/2023 10:19,Brown's Bar,Wine,Sutter Home,9.24E-14,0,0,9.24E-14
4/6/2023 21:41,Brown's Bar,Beer,Miller,5.40E-13,0,0,5.40E-13
4/6/2023 20:26,Taylor's Bar,Whiskey,Jim Beam,3841.12,0,396.36,3444.76
4/6/2023 12:17,Taylor's Bar,Rum,Bacardi,3.69E-13,0,0,3.69E-13
4/6/2023 13:47,Anderson's Bar,Vodka,Absolut,207.09,0,207.09,2.56E-13
4/6/2023 10:04,Anderson's Bar,Wine,Barefoot,4539.52,871.89,538,4873.41
4/6/2023 22:16,Thomas's Bar,Beer,Miller,4920.02,0,282.89,4637.13
4/6/2023 17:51,Thomas's Bar,Whiskey,Jack Daniels,1814.96,594.1,446.35,1962.71
4/7/2023 18:06,Smith's Bar,Wine,Yellow Tail,9915.42,545.11,325.8,10134.73
4/7/2023 12:35,Smith's Bar,Rum,Captain Morgan,5297.46,0,581.71,4715.75
4/7/2023 20:52,Smith's Bar,Beer,Coors,2621.73,0,145.47,2476.26
4/7/2023 22:45,Smith's Bar,Whiskey,Jameson,4.55E-13,0,0,4.55E-13
4/7/2023 21:55,Johnson's Bar,Wine,Barefoot,5754.01,0,295.54,5458.47
4/7/2023 15:41,Johnson's Bar,Beer,Heineken,4650.03,0,520.49,4129.54
4/7/2023 20:23,Johnson's Bar,Vodka,Absolut,619.17,0,343.93,275.24
4/7/2023 19:01,Johnson's Bar,Rum,Captain Morgan,2389,0,1014.67,1374.33
4/7/2023 19:00,Brown's Bar,Wine,Barefoot,2196.86,0,100.94,2095.92
4/7/2023 18:45,Brown's Bar,Whiskey,Jack Daniels,1545.69,0,168.89,1376.8
4/7/2023 13:14,Taylor's Bar,Beer,Miller,273.64,0,273.64,0
4/7/2023 22:54,Taylor's Bar,Rum,Bacardi,3.69E-13,0,0,3.69E-13
4/7/2023 12:33,Taylor's Bar,Whiskey,Jim Beam,3444.76,0,165.11,3279.65
4/7/2023 11:48,Anderson's Bar,Wine,Yellow Tail,414.81,1156.95,417.28,1154.48
4/7/2023 17:45,Anderson's Bar,Whiskey,Jim Beam,1496.12,0,376.15,1119.97
4/7/2023 15:03,Anderson's Bar,Vodka,Grey Goose,5184.76,524.84,378.37,5331.23
4/7/2023 17:26,Anderson's Bar,Beer,Coors,3225.44,0,158.7,3066.74
4/7/2023 14:38,Thomas's Bar,Wine,Yellow Tail,598.65,811.95,119.78,1290.82
4/7/2023 21:30,Thomas's Bar,Rum,Captain Morgan,3.13E-13,1992.94,187.51,1805.43
4/7/2023 11:25,Thomas's Bar,Beer,Coors,1028.58,0,417.63,610.95
4/8/2023 13:37,Smith's Bar,Whiskey,Jameson,4.55E-13,1556.57,202.86,1353.71
4/8/2023 22:55,Smith's Bar,Wine,Yellow Tail,10134.73,0,1077.61,9057.12
4/8/2023 20:10,Smith's Bar,Rum,Bacardi,681.88,0,579.58,102.3
4/8/2023 15:46,Smith's Bar,Beer,Miller,4277.15,0,380.67,3896.48
4/8/2023 20:51,Johnson's Bar,Vodka,Absolut,275.24,0,275.24,5.68E-14
4/8/2023 14:47,Johnson's Bar,Wine,Barefoot,5458.47,906.47,420.32,5944.62
4/8/2023 21:48,Johnson's Bar,Beer,Miller,809.86,0,192.82,617.04
4/8/2023 16:29,Johnson's Bar,Rum,Captain Morgan,1374.33,0,254.81,1119.52
4/8/2023 11:15,Brown's Bar,Beer,Heineken,5717.25,587.57,318.34,5986.48
4/8/2023 18:57,Brown's Bar,Wine,Barefoot,2095.92,987.21,462.94,2620.19
4/8/2023 11:27,Brown's Bar,Rum,Bacardi,1844.69,0,154.71,1689.98
4/8/2023 17:49,Taylor's Bar,Whiskey,Jim Beam,3279.65,0,140.08,3139.57
4/8/2023 22:15,Taylor's Bar,Vodka,Absolut,1312.16,0,591.43,720.73
4/8/2023 16:18,Taylor's Bar,Rum,Malibu,0,1711.56,260.07,1451.49
4/8/2023 12:55,Taylor's Bar,Wine,Barefoot,3831.93,0,228.56,3603.37
4/8/2023 22:55,Anderson's Bar,Whiskey,Jack Daniels,2374.72,1827.5,347.74,3854.48
4/8/2023 18:10,Anderson's Bar,Rum,Malibu,0,0,0,0
4/8/2023 19:06,Anderson's Bar,Beer,Miller,1580.06,0,113.14,1466.92
4/8/2023 12:38,Anderson's Bar,Vodka,Grey Goose,5331.23,0,403.45,4927.78
4/8/2023 12:04,Thomas's Bar,Wine,Barefoot,4789.41,0,461.52,4327.89
4/8/2023 16:50,Thomas's Bar,Vodka,Smirnoff,5.68E-14,1821.13,368.95,1452.18
4/8/2023 16:12,Thomas's Bar,Whiskey,Jack Daniels,1962.71,0,337.41,1625.3
4/8/2023 20:52,Thomas's Bar,Beer,Heineken,2106.54,0,450.85,1655.69
4/9/2023 16:05,Smith's Bar,Wine,Yellow Tail,9057.12,1058.6,170.94,9944.78
4/9/2023 12:57,Smith's Bar,Whiskey,Jameson,1353.71,0,170.53,1183.18
4/9/2023 15:21,Smith's Bar,Beer,Budweiser,4391.05,0,527.65,3863.4
4/9/2023 19:38,Smith's Bar,Vodka,Absolut,308.33,0,175.74,132.59
4/9/2023 22:27,Johnson's Bar,Vodka,Absolut,5.68E-14,0,0,5.68E-14
4/9/2023 13:23,Johnson's Bar,Wine,Sutter Home,4518.25,1595.35,284.3,5829.3
4/9/2023 14:27,Brown's Bar,Beer,Miller,5.40E-13,558.48,267.79,290.69
4/9/2023 20:44,Brown's Bar,Vodka,Grey Goose,3860.25,641.12,529.54,3971.83
4/9/2023 11:37,Brown's Bar,Wine,Yellow Tail,4506.35,0,498.46,4007.89
4/9/2023 16:29,Brown's Bar,Rum,Bacardi,1689.98,1321.08,229.94,2781.12
4/9/2023 16:35,Taylor's Bar,Whiskey,Jim Beam,3139.57,0,219.69,2919.88
4/9/2023 11:18,Taylor's Bar,Beer,Budweiser,1343.99,0,254.32,1089.67
4/9/2023 22:54,Anderson's Bar,Rum,Bacardi,601.37,745.37,372.82,973.92
4/9/2023 11:24,Anderson's Bar,Wine,Yellow Tail,1154.48,0,124.13,1030.35
4/9/2023 18:44,Anderson's Bar,Vodka,Absolut,2.56E-13,0,0,2.56E-13
4/9/2023 15:51,Anderson's Bar,Whiskey,Jameson,3653.84,0,298.57,3355.27
4/9/2023 10:15,Thomas's Bar,Vodka,Smirnoff,1452.18,0,230.07,1222.11
4/9/2023 22:40,Thomas's Bar,Beer,Miller,4637.13,0,118.67,4518.46
4/9/2023 21:24,Thomas's Bar,Rum,Malibu,825.49,0,242.05,583.44
4/10/2023 15:36,Smith's Bar,Whiskey,Jameson,1183.18,0,217.94,965.24
4/10/2023 10:54,Smith's Bar,Wine,Sutter Home,1435.19,0,400.63,1034.56
4/10/2023 13:20,Smith's Bar,Vodka,Smirnoff,4.76E-13,0,0,4.76E-13
4/10/2023 13:25,Johnson's Bar,Wine,Yellow Tail,3832.53,1086.53,573.37,4345.69
4/10/2023 14:20,Johnson's Bar,Beer,Coors,1418.05,0,248.02,1170.03
4/10/2023 19:51,Johnson's Bar,Vodka,Smirnoff,4406.44,0,360.78,4045.66
4/10/2023 18:53,Brown's Bar,Wine,Sutter Home,9.24E-14,0,0,9.24E-14
4/10/2023 10:11,Brown's Bar,Rum,Malibu,0,0,0,0
4/10/2023 19:36,Brown's Bar,Vodka,Smirnoff,0,0,0,0
4/10/2023 21:28,Brown's Bar,Beer,Heineken,5986.48,0,225.5,5760.98
4/10/2023 11:14,Taylor's Bar,Rum,Captain Morgan,2290.26,0,380.12,1910.14
4/10/2023 13:32,Taylor's Bar,Vodka,Absolut,720.73,0,232.02,488.71
4/10/2023 19:22,Taylor's Bar,Wine,Barefoot,3603.37,1383.81,362.13,4625.05
4/10/2023 20:17,Taylor's Bar,Beer,Miller,0,0,0,0
4/10/2023 17:26,Anderson's Bar,Wine,Yellow Tail,1030.35,0,480.82,549.53
4/10/2023 11:26,Anderson's Bar,Beer,Budweiser,1288.45,766.69,466.08,1589.06
4/10/2023 21:31,Thomas's Bar,Wine,Yellow Tail,1290.82,0,218.75,1072.07
4/10/2023 14:56,Thomas's Bar,Vodka,Smirnoff,1222.11,1714.91,441.41,2495.61
4/11/2023 21:44,Smith's Bar,Beer,Heineken,6574.81,0,260.92,6313.89
4/11/2023 19:23,Smith's Bar,Rum,Malibu,4888.36,0,566.79,4321.57
4/11/2023 22:45,Smith's Bar,Vodka,Smirnoff,4.76E-13,1136.3,134.37,1001.93
4/11/2023 15:10,Smith's Bar,Whiskey,Jameson,965.24,1327.1,425.03,1867.31
4/11/2023 19:41,Johnson's Bar,Rum,Malibu,4544.28,0,181.35,4362.93
4/11/2023 14:48,Johnson's Bar,Whiskey,Jim Beam,2.49E-14,1430.58,178.6,1251.98
4/11/2023 21:39,Johnson's Bar,Beer,Miller,617.04,0,502.63,114.41
4/11/2023 21:22,Brown's Bar,Vodka,Smirnoff,0,0,0,0
4/11/2023 18:24,Brown's Bar,Beer,Heineken,5760.98,0,537.02,5223.96
4/11/2023 14:46,Taylor's Bar,Whiskey,Jameson,3852.58,0,102.19,3750.39
4/11/2023 14:48,Taylor's Bar,Rum,Bacardi,3.69E-13,1635.97,343.27,1292.7
4/11/2023 10:25,Anderson's Bar,Vodka,Absolut,2.56E-13,1303.16,255.3,1047.86
4/11/2023 22:41,Anderson's Bar,Rum,Captain Morgan,4563.78,0,586.88,3976.9
4/11/2023 18:23,Anderson's Bar,Whiskey,Jack Daniels,3854.48,0,496.66,3357.82
4/11/2023 22:05,Anderson's Bar,Wine,Yellow Tail,549.53,0,547.39,2.14
4/11/2023 10:14,Thomas's Bar,Whiskey,Jameson,1084.62,0,221.56,863.06
4/11/2023 19:06,Thomas's Bar,Wine,Sutter Home,631.42,0,448.88,182.54
4/12/2023 19:03,Smith's Bar,Wine,Yellow Tail,9944.78,0,197.88,9746.9
4/12/2023 13:33,Smith's Bar,Vodka,Grey Goose,2895.46,0,128.85,2766.61
4/12/2023 13:32,Smith's Bar,Whiskey,Jim Beam,3819.69,1863.64,480.38,5202.95
4/12/2023 18:53,Johnson's Bar,Vodka,Grey Goose,1748.76,0,511.58,1237.18
4/12/2023 11:31,Johnson's Bar,Beer,Miller,114.41,0,114.41,0
4/12/2023 10:45,Brown's Bar,Vodka,Smirnoff,0,0,0,0
4/12/2023 10:15,Brown's Bar,Wine,Yellow Tail,4007.89,0,269.39,3738.5
4/12/2023 10:00,Brown's Bar,Rum,Captain Morgan,780.56,590.72,285.17,1086.11
4/12/2023 11:52,Brown's Bar,Whiskey,Jack Daniels,1376.8,1658.98,575.89,2459.89
4/12/2023 20:37,Taylor's Bar,Vodka,Smirnoff,3685.81,0,148.87,3536.94
4/12/2023 17:45,Taylor's Bar,Beer,Heineken,0,1409.26,439.41,969.85
4/12/2023 15:58,Taylor's Bar,Wine,Sutter Home,1491.15,0,315.3,1175.85
4/12/2023 17:26,Taylor's Bar,Whiskey,Jim Beam,2919.88,0,366.42,2553.46
4/12/2023 16:15,Anderson's Bar,Rum,Bacardi,973.92,0,352.44,621.48
4/12/2023 15:05,Anderson's Bar,Wine,Barefoot,4873.41,1090.64,505.81,5458.24
4/12/2023 19:13,Anderson's Bar,Whiskey,Jameson,3355.27,0,210.58,3144.69
4/12/2023 15:30,Anderson's Bar,Vodka,Absolut,1047.86,0,301.09,746.77
4/12/2023 21:28,Thomas's Bar,Whiskey,Jameson,863.06,0,115.17,747.89
4/12/2023 21:25,Thomas's Bar,Vodka,Smirnoff,2495.61,0,267.6,2228.01
4/12/2023 12:17,Thomas's Bar,Rum,Bacardi,2996.99,0,489.44,2507.55
4/13/2023 13:08,Smith's Bar,Vodka,Absolut,132.59,0,132.59,0
4/13/2023 13:02,Smith's Bar,Wine,Barefoot,2793.82,1422.74,145.85,4070.71
4/13/2023 15:05,Johnson's Bar,Beer,Heineken,4129.54,0,224.53,3905.01
4/13/2023 15:59,Johnson's Bar,Whiskey,Jack Daniels,2654.09,500.96,348.27,2806.78
4/13/2023 21:57,Brown's Bar,Whiskey,Jim Beam,3585.98,1069.62,356.99,4298.61
4/13/2023 20:32,Brown's Bar,Vodka,Smirnoff,0,0,0,0
4/13/2023 21:50,Brown's Bar,Rum,Captain Morgan,1086.11,0,170.23,915.88
4/13/2023 12:47,Taylor's Bar,Vodka,Absolut,488.71,0,488.71,3.98E-13
4/13/2023 18:40,Taylor's Bar,Rum,Bacardi,1292.7,0,455.34,837.36
4/13/2023 22:03,Anderson's Bar,Rum,Captain Morgan,3976.9,0,177.86,3799.04
4/13/2023 15:52,Anderson's Bar,Whiskey,Jack Daniels,3357.82,0,594.69,2763.13
4/13/2023 11:34,Thomas's Bar,Wine,Sutter Home,182.54,0,182.54,7.67E-13
