Date Time Served,Bar Name,Alcohol Type,Brand Name,Opening Balance (ml),Purchase (ml),Consumed (ml),Closing Balance (ml),timestamp,balance_error_ml,balance_flag,date,previous_closing_ml,continuity_flag
3/1/2023 11:40,Johnson's Bar,Beer,Budweiser,3711.85,0.0,101.15,3610.7,2023-03-01 11:40:00,0.0,False,2023-03-01,3710.0,True
3/1/2023 14:45,Taylor's Bar,Beer,Coors,307.0,0.0,306.73,0.0,2023-03-01 14:45:00,0.2699999999999818,True,2023-03-01,306.73,True
3/1/2023 16:31,Smith's Bar,Whiskey,Jack Daniels,1030.0,0.0,394.38,635.0,2023-03-01 16:31:00,0.6200000000000045,True,2023-03-01,1030.0,False
3/2/2023 10:00,Anderson's Bar,Rum,Malibu,1060.0,0.0,455.42,604.74,2023-03-02 10:00:00,-0.16000000000008185,True,2023-03-02,1060.0,False
3/2/2023 14:21,Johnson's Bar,Beer,Heineken,2027.56,1430.3,140.87,3316.99,2023-03-02 14:21:00,0.0,False,2023-03-02,2030.0,True
3/3/2023 18:20,Anderson's Bar,Vodka,Grey Goose,4380.0,933.35,218.62,5090.0,2023-03-03 18:20:00,4.730000000000473,True,2023-03-03,4379.94,True
3/4/2023 13:34,Thomas's Bar,Beer,Miller,1710.0,1932.42,195.0,3440.0,2023-03-04 13:34:00,7.420000000000073,True,2023-03-04,1705.16,True
3/4/2023 17:45,Smith's Bar,Beer,Coors,2814.32,719.14,228.44,3305.02,2023-03-04 17:45:00,0.0,False,2023-03-04,2810.0,True
3/4/2023 20:12,Johnson's Bar,Wine,Yellow Tail,2059.03,0.0,187.61,1871.42,2023-03-04 20:12:00,0.0,False,2023-03-04,2060.0,True
3/5/2023 12:55,Brown's Bar,Whiskey,Jack Daniels,2429.19,0.0,276.96,2150.0,2023-03-05 12:55:00,2.230000000000018,True,2023-03-05,2429.19,False
3/5/2023 14:43,Johnson's Bar,Vodka,Absolut,1907.81,0.0,562.65,1345.16,2023-03-05 14:43:00,-2.2737367544323206e-13,False,2023-03-05,1910.0,True
3/5/2023 16:17,Anderson's Bar,Rum,Malibu,605.0,0.0,110.21,494.53,2023-03-05 16:17:00,0.26000000000004775,True,2023-03-05,604.74,True
3/5/2023 18:40,Anderson's Bar,Whiskey,Jim Beam,2060.0,0.0,143.69,1913.22,2023-03-05 18:40:00,3.089999999999918,True,2023-03-05,2056.91,True
3/5/2023 19:29,Thomas's Bar,Whiskey,Jameson,917.19,0.0,298.09,619.1,2023-03-05 19:29:00,1.1368683772161603e-13,False,2023-03-05,917.0,True
3/6/2023 10:06,Brown's Bar,Beer,Heineken,6090.0,0.0,121.11,5970.0,2023-03-06 10:06:00,-1.1099999999996726,True,2023-03-06,6093.19,True
3/6/2023 13:36,Anderson's Bar,Vodka,Grey Goose,5090.0,1988.68,546.24,6540.0,2023-03-06 13:36:00,-7.559999999999491,True,2023-03-06,5090.0,False
3/6/2023 20:00,Taylor's Bar,Wine,Sutter Home,626.9,629.67,399.02,858.0,2023-03-06 20:00:00,-0.4500000000000455,True,2023-03-06,626.9,False
3/7/2023 10:05,Brown's Bar,Whiskey,Jack Daniels,2152.23,0.0,310.89,1841.34,2023-03-07 10:05:00,2.2737367544323206e-13,False,2023-03-07,2150.0,True
3/8/2023 12:27,Thomas's Bar,Beer,Heineken,3080.0,0.0,0.0,3080.0,2023-03-08 12:27:00,0.0,False,2023-03-08,3081.42,True
3/8/2023 18:13,Smith's Bar,Whiskey,Jack Daniels,635.41,0.0,0.0,635.41,2023-03-08 18:13:00,0.0,False,2023-03-08,635.0,True
3/8/2023 18:58,Smith's Bar,Wine,Sutter Home,206.0,0.0,0.0,206.0,2023-03-08 18:58:00,0.0,False,2023-03-08,205.77,True
3/8/2023 20:17,Johnson's Bar,Wine,Barefoot,4400.0,1337.25,0.0,5736.14,2023-03-08 20:17:00,1.1099999999996726,True,2023-03-08,4398.89,True
3/9/2023 12:28,Johnson's Bar,Wine,Yellow Tail,1870.0,0.0,340.46,1530.0,2023-03-09 12:28:00,-0.4600000000000364,True,2023-03-09,1871.42,True
3/9/2023 20:35,Smith's Bar,Wine,Sutter Home,205.77,0.0,205.77,2.56e-13,2023-03-09 20:35:00,-2.56e-13,False,2023-03-09,206.0,True
3/9/2023 21:17,Taylor's Bar,Wine,Sutter Home,857.55,0.0,373.85,483.7,2023-03-09 21:17:00,-5.684341886080802e-14,False,2023-03-09,858.0,True
3/10/2023 12:23,Thomas's Bar,Whiskey,Jack Daniels,828.0,0.0,563.82,264.0,2023-03-10 12:23:00,0.17999999999994998,True,2023-03-10,828.0,False
3/10/2023 15:19,Smith's Bar,Beer,Budweiser,3960.0,975.96,375.37,4560.0,2023-03-10 15:19:00,0.5900000000001455,True,2023-03-10,3955.11,True
3/11/2023 13:02,Anderson's Bar,Wine,Barefoot,5910.0,0.0,189.81,5720.0,2023-03-11 13:02:00,0.18999999999959982,True,2023-03-11,5907.31,True
3/11/2023 15:49,Smith's Bar,Rum,Captain Morgan,4720.0,0.0,281.01,4440.0,2023-03-11 15:49:00,-1.0100000000002183,True,2023-03-11,4717.18,True
3/11/2023 18:16,Thomas's Bar,Vodka,Grey Goose,2.84e-13,1008.23,563.53,445.0,2023-03-11 18:16:00,-0.29999999999972715,True,2023-03-11,2.84e-13,False
3/11/2023 18:46,Johnson's Bar,Wine,Yellow Tail,1530.96,1360.25,143.25,2747.96,2023-03-11 18:46:00,0.0,False,2023-03-11,1530.0,True
3/11/2023 18:52,Thomas's Bar,Whiskey,Jack Daniels,264.18,0.0,119.33,144.85,2023-03-11 18:52:00,2.842170943040401e-14,False,2023-03-11,264.0,True
3/11/2023 21:13,Smith's Bar,Wine,Barefoot,1850.0,0.0,301.96,1550.0,2023-03-11 21:13:00,-1.9600000000000364,True,2023-03-11,1849.44,True
3/12/2023 12:58,Anderson's Bar,Vodka,Grey Goose,6537.11,0.0,385.88,6151.23,2023-03-12 12:58:00,0.0,False,2023-03-12,6540.0,True
3/12/2023 18:48,Brown's Bar,Beer,Heineken,5972.08,0.0,369.33,5602.75,2023-03-12 18:48:00,0.0,False,2023-03-12,5970.0,True
3/12/2023 20:58,Thomas's Bar,Vodka,Grey Goose,445.0,1570.73,191.32,1824.11,2023-03-12 20:58:00,0.3000000000001819,True,2023-03-12,445.0,False
3/13/2023 18:20,Taylor's Bar,Wine,Barefoot,4120.0,862.55,417.07,4570.0,2023-03-13 18:20:00,-4.519999999999527,True,2023-03-13,4123.12,True
3/13/2023 20:08,Anderson's Bar,Rum,Captain Morgan,4680.0,0.0,411.61,4271.44,2023-03-13 20:08:00,-3.0499999999992724,True,2023-03-13,4683.05,True
3/14/2023 17:53,Thomas's Bar,Beer,Miller,3442.58,0.0,483.74,2958.84,2023-03-14 17:53:00,0.0,False,2023-03-14,3440.0,True
3/15/2023 10:41,Taylor's Bar,Vodka,Absolut,381.0,1849.47,477.48,1752.87,2023-03-15 10:41:00,0.12000000000034561,True,2023-03-15,380.88,True
3/15/2023 19:17,Anderson's Bar,Whiskey,Jameson,3390.0,0.0,590.31,2800.0,2023-03-15 19:17:00,-0.30999999999994543,True,2023-03-15,3387.88,True
3/15/2023 20:51,Brown's Bar,Rum,Bacardi,1510.0,1146.34,312.01,2340.0,2023-03-15 20:51:00,4.329999999999927,True,2023-03-15,1507.86,True
3/16/2023 10:44,Brown's Bar,Beer,Coors,0.0,1420.75,229.25,1190.0,2023-03-16 10:44:00,1.5,True,2023-03-16,0.0,False
3/16/2023 11:44,Johnson's Bar,Wine,Yellow Tail,4121.57,1265.39,377.54,5010.0,2023-03-16 11:44:00,-0.5799999999999272,True,2023-03-16,4121.57,False
3/16/2023 17:57,Thomas's Bar,Whiskey,Jack Daniels,377.0,1083.47,120.88,1340.0,2023-03-16 17:57:00,-0.4099999999998545,True,2023-03-16,377.2,True
3/16/2023 20:15,Taylor's Bar,Wine,Sutter Home,484.0,0.0,483.7,0.0,2023-03-16 20:15:00,0.30000000000001137,True,2023-03-16,483.7,True
3/17/2023 15:18,Johnson's Bar,Vodka,Grey Goose,753.0,0.0,121.54,631.0,2023-03-17 15:18:00,0.4600000000000364,True,2023-03-17,753.0,False
3/17/2023 16:24,Johnson's Bar,Wine,Yellow Tail,5009.42,0.0,209.98,4799.44,2023-03-17 16:24:00,9.094947017729282e-13,False,2023-03-17,5010.0,True
3/17/2023 16:48,Anderson's Bar,Whiskey,Jameson,2797.57,1150.68,571.75,3376.5,2023-03-17 16:48:00,0.0,False,2023-03-17,2800.0,True
3/18/2023 18:50,Brown's Bar,Vodka,Absolut,5.68e-14,958.73,406.95,552.0,2023-03-18 18:50:00,-0.22000000000002728,True,2023-03-18,5.68e-14,False
3/19/2023 11:05,Anderson's Bar,Wine,Barefoot,5717.5,0.0,481.72,5235.78,2023-03-19 11:05:00,0.0,False,2023-03-19,5720.0,True
3/19/2023 18:09,Smith's Bar,Wine,Barefoot,1547.48,0.0,412.92,1134.56,2023-03-19 18:09:00,0.0,False,2023-03-19,1550.0,True
3/19/2023 20:22,Thomas's Bar,Whiskey,Jack Daniels,1339.79,1709.68,111.67,2937.8,2023-03-19 20:22:00,0.0,False,2023-03-19,1340.0,True
3/20/2023 14:45,Johnson's Bar,Rum,Captain Morgan,3270.0,0.0,143.04,3130.0,2023-03-20 14:45:00,-3.0399999999999636,True,2023-03-20,3272.03,True
3/20/2023 16:50,Johnson's Bar,Vodka,Grey Goose,631.46,1349.75,119.53,1861.68,2023-03-20 16:50:00,0.0,False,2023-03-20,631.0,True
3/20/2023 19:06,Brown's Bar,Wine,Barefoot,2140.0,0.0,248.45,1890.0,2023-03-20 19:06:00,1.5499999999999545,True,2023-03-20,2140.98,True
3/20/2023 19:20,Taylor's Bar,Whiskey,Jameson,1920.0,0.0,199.21,1717.34,2023-03-20 19:20:00,3.4500000000000455,True,2023-03-20,1916.55,True
3/20/2023 21:33,Brown's Bar,Beer,Heineken,6920.0,0.0,281.68,6640.0,2023-03-20 21:33:00,-1.680000000000291,True,2023-03-20,6924.51,True
3/21/2023 11:23,Smith's Bar,Rum,Captain Morgan,4436.17,0.0,266.99,4169.18,2023-03-21 11:23:00,0.0,False,2023-03-21,4440.0,True
3/21/2023 16:49,Brown's Bar,Beer,Heineken,6642.83,0.0,508.06,6134.77,2023-03-21 16:49:00,-9.094947017729282e-13,False,2023-03-21,6640.0,True
3/21/2023 17:51,Thomas's Bar,Vodka,Grey Goose,2685.34,838.09,172.4,3350.0,2023-03-21 17:51:00,1.0300000000002,True,2023-03-21,2685.34,False
3/22/2023 14:54,Brown's Bar,Beer,Coors,1191.5,669.73,276.95,1584.28,2023-03-22 14:54:00,0.0,False,2023-03-22,1190.0,True
3/22/2023 17:13,Thomas's Bar,Vodka,Grey Goose,3351.03,1885.95,547.84,4689.14,2023-03-22 17:13:00,0.0,False,2023-03-22,3350.0,True
3/23/2023 15:19,Brown's Bar,Whiskey,Jack Daniels,2105.88,0.0,362.1,1740.0,2023-03-23 15:19:00,3.7800000000002,True,2023-03-23,2105.88,False
3/23/2023 15:56,Thomas's Bar,Vodka,Absolut,471.0,1026.39,374.06,1120.0,2023-03-23 15:56:00,3.3300000000001546,True,2023-03-23,471.08,True
3/23/2023 21:09,Brown's Bar,Rum,Bacardi,2342.19,0.0,356.55,1985.64,2023-03-23 21:09:00,0.0,False,2023-03-23,2340.0,True
3/23/2023 21:14,Smith's Bar,Whiskey,Jim Beam,4820.0,0.0,335.93,4480.48,2023-03-23 21:14:00,3.5900000000001455,True,2023-03-23,4816.41,True
3/24/2023 11:03,Anderson's Bar,Vodka,Absolut,861.0,0.0,141.18,720.0,2023-03-24 11:03:00,-0.18000000000006366,True,2023-03-24,861.37,True
3/24/2023 12:07,Smith's Bar,Beer,Heineken,5890.0,0.0,487.7,5410.0,2023-03-24 12:07:00,-7.699999999999818,True,2023-03-24,5892.94,True
3/24/2023 14:24,Smith's Bar,Vodka,Grey Goose,3280.0,0.0,386.77,2900.0,2023-03-24 14:24:00,-6.769999999999982,True,2023-03-24,3282.23,True
3/24/2023 17:29,Taylor's Bar,Beer,Miller,1156.6,0.0,263.37,893.23,2023-03-24 17:29:00,-1.1368683772161603e-13,False,2023-03-24,1160.0,True
3/24/2023 22:54,Johnson's Bar,Wine,Barefoot,5736.14,1574.71,297.65,7010.0,2023-03-24 22:54:00,3.2000000000007276,True,2023-03-24,5736.14,False
3/25/2023 10:56,Thomas's Bar,Beer,Heineken,3081.42,0.0,496.95,2584.47,2023-03-25 10:56:00,4.547473508864641e-13,False,2023-03-25,3080.0,True
3/25/2023 16:49,Brown's Bar,Vodka,Absolut,551.78,1612.37,579.5,1584.65,2023-03-25 16:49:00,-4.547473508864641e-13,False,2023-03-25,552.0,True
3/25/2023 20:29,Smith's Bar,Whiskey,Jim Beam,4480.0,0.0,303.12,4180.0,2023-03-25 20:29:00,-3.119999999999891,True,2023-03-25,4480.48,True
3/26/2023 11:47,Taylor's Bar,Wine,Barefoot,4568.6,0.0,565.34,4000.0,2023-03-26 11:47:00,3.2600000000002183,True,2023-03-26,4570.0,True
3/26/2023 18:54,Smith's Bar,Whiskey,Jim Beam,4180.0,831.13,338.33,4670.0,2023-03-26 18:54:00,2.800000000000182,True,2023-03-26,4180.0,False
3/26/2023 19:38,Brown's Bar,Whiskey,Jack Daniels,1743.78,679.89,330.5,2093.17,2023-03-26 19:38:00,0.0,False,2023-03-26,1740.0,True
3/26/2023 22:57,Thomas's Bar,Whiskey,Jack Daniels,2593.93,0.0,293.68,2300.0,2023-03-26 22:57:00,0.25,True,2023-03-26,2593.93,False
3/27/2023 15:36,Brown's Bar,Whiskey,Jim Beam,2120.0,1653.21,265.9,3510.0,2023-03-27 15:36:00,-2.6900000000000546,True,2023-03-27,2118.69,True
3/27/2023 15:58,Johnson's Bar,Wine,Barefoot,7013.2,0.0,227.3,6785.9,2023-03-27 15:58:00,0.0,False,2023-03-27,7010.0,True
3/27/2023 18:59,Thomas's Bar,Vodka,Absolut,1123.41,0.0,444.11,679.3,2023-03-27 18:59:00,1.1368683772161603e-13,False,2023-03-27,1120.0,True
3/28/2023 10:06,Smith's Bar,Whiskey,Jim Beam,4670.16,0.0,231.18,4438.98,2023-03-28 10:06:00,0.0,False,2023-03-28,4670.0,True
3/28/2023 13:23,Brown's Bar,Wine,Barefoot,1892.53,717.0,150.95,2458.58,2023-03-28 13:23:00,0.0,False,2023-03-28,1890.0,True
3/28/2023 19:02,Smith's Bar,Rum,Malibu,5320.0,0.0,427.64,4890.0,2023-03-28 19:02:00,2.3599999999996726,True,2023-03-28,5316.0,True
3/29/2023 13:55,Brown's Bar,Whiskey,Jim Beam,3506.0,1359.64,504.7,4360.94,2023-03-29 13:55:00,9.094947017729282e-13,False,2023-03-29,3510.0,True
3/30/2023 19:38,Thomas's Bar,Whiskey,Jack Daniels,2300.25,0.0,485.29,1814.96,2023-03-30 19:38:00,0.0,False,2023-03-30,2300.0,True
3/30/2023 21:10,Anderson's Bar,Vodka,Absolut,720.19,0.0,208.98,511.21,2023-03-30 21:10:00,5.684341886080802e-14,False,2023-03-30,720.0,True
3/31/2023 10:11,Smith's Bar,Vodka,Grey Goose,2895.46,0.0,0.0,2895.46,2023-03-31 10:11:00,0.0,False,2023-03-31,2900.0,True
4/1/2023 18:51,Taylor's Bar,Wine,Barefoot,4003.26,0.0,171.33,3831.93,2023-04-01 18:51:00,4.547473508864641e-13,False,2023-04-01,4000.0,True
4/3/2023 12:36,Johnson's Bar,Rum,Captain Morgan,3128.99,0.0,273.39,2855.6,2023-04-03 12:36:00,0.0,False,2023-04-03,3130.0,True
4/3/2023 22:27,Smith's Bar,Beer,Heineken,5405.24,1363.16,193.59,6574.81,2023-04-03 22:27:00,-9.094947017729282e-13,False,2023-04-03,5410.0,True
4/4/2023 13:32,Smith's Bar,Beer,Budweiser,4555.7,0.0,164.65,4391.05,2023-04-04 13:32:00,0.0,False,2023-04-04,4560.0,True
4/11/2023 19:23,Smith's Bar,Rum,Malibu,4888.36,0.0,566.79,4321.57,2023-04-11 19:23:00,0.0,False,2023-04-11,4890.0,True
